Timestamp,Node,Cl2,Temp,pH,TOC,Br
20-10-24 0:00,215,3.11,23.75,8.17,10.25,3.62
20-10-24 0:00,219,2.9,17.19,8.38,3.53,2.24
20-10-24 0:00,220,3.39,25.51,7.35,7.41,3.14
20-10-24 0:00,221,2.78,10.71,8.28,4.85,2.72
20-10-24 0:00,222,1.57,17.8,8.44,4.26,4.41
20-10-24 0:00,223,0.14,18.32,7.11,7.9,3.19
20-10-24 0:00,223001,1.61,16.93,8.29,11.45,3.39
20-10-24 0:00,224,0.74,27.21,7.99,10.44,3.39
20-10-24 0:00,225,1.77,19.44,7.87,2.56,3.42
20-10-24 0:00,226,1.85,10.11,7.83,9.11,4.39
20-10-24 0:00,214,2.98,25.65,6.8,2.02,4.11
20-10-24 0:00,216,2.56,20.14,7.38,0.86,4.28
20-10-24 0:00,217,1.09,15.53,7.71,13.3,2.13
20-10-24 0:00,218,3.65,23.8,8.33,0.49,3.6
20-10-24 0:00,201,0.66,17.64,7.32,10.74,2.79
20-10-24 0:00,203,1.34,27.91,6.96,3.29,4.88
20-10-24 0:00,204,2.22,28.24,7.23,3.72,4.79
20-10-24 0:00,205,1.19,14.25,7.53,11.67,4.97
20-10-24 0:00,211,1.06,15.21,6.92,11.34,3.87
20-10-24 0:00,212,1.51,29.78,7.89,9.12,2.29
20-10-24 0:00,206,1.37,24.1,6.96,7.6,3.34
20-10-24 0:00,207,1.39,19.84,8.31,12.03,3.81
20-10-24 0:00,208,1.12,26.79,7.22,7.93,3.36
20-10-24 0:00,209,1.54,13.22,7.11,9.13,2.81
20-10-24 0:00,210,0.17,13.86,6.9,11.68,3.8
20-10-24 0:00,213,2.01,21.43,7.73,2.51,2.24
20-10-24 0:00,200001,0.13,26.38,7.4,3.29,2.45
20-10-24 0:00,199,3.52,26.47,8.32,9.51,2.35
20-10-24 0:00,196,2.13,25.86,8.33,0.43,3.12
20-10-24 0:00,197,3.89,14.18,8.35,0.21,2.8
20-10-24 0:00,198,1.64,27.15,8.36,10.05,2.48
20-10-24 0:00,233,1.28,23.3,7.2,11.2,4.82
20-10-24 0:00,232,2.48,26.95,6.67,4.52,4.01
20-10-24 0:00,231,3.85,12.47,7.39,1.59,4.79
20-10-24 0:00,230,1.42,22.14,8.34,11.62,3.12
20-10-24 0:00,234,1.57,21.35,7.1,0.12,4.34
20-10-24 0:00,194,1.36,22.75,8.06,0.92,2.47
20-10-24 0:00,195,2.85,24.66,6.77,4.35,2.77
20-10-24 0:00,192,0.25,17.83,7.96,6.05,2.84
20-10-24 0:00,193,1.17,25.34,7.01,1.56,3.2
20-10-24 0:00,234001,3.47,11.17,7.61,3.79,4.57
20-10-24 0:00,235,3.84,15.88,7.6,6.23,2.83
20-10-24 0:00,236,3.34,13.52,7.58,2.74,2.76
20-10-24 0:00,237,2.99,26.37,8.04,4.4,4.79
20-10-24 0:00,238,0.62,10.24,7.58,4.09,3.43
20-10-24 0:00,240,0.14,28.94,7.74,7.6,4.78
20-10-24 0:00,239,0.34,20.11,6.8,8.8,2.59
20-10-24 0:00,190001,3.23,22.26,7.21,6.67,3.93
20-10-24 0:00,187,2.6,14.11,7.55,12.17,3.47
20-10-24 0:00,188,0.74,26.28,8.21,2.53,3.06
20-10-24 0:00,189,3.95,13.96,8.2,10.03,4.4
20-10-24 0:00,186,3.16,23.44,8.2,10.69,4.91
20-10-24 0:00,185,2.77,16.34,8.44,2.82,3.8
20-10-24 0:00,235001,0.14,10.03,6.94,6.92,4.81
20-10-24 0:00,241,3.05,20.77,8.16,3.88,4.07
20-10-24 0:00,242,0.67,10.76,7.99,4.6,4.1
20-10-24 0:00,243,0.7,24.85,6.9,4.18,3.58
20-10-24 0:00,244,3.73,16.19,7.68,5.65,2.32
20-10-24 0:00,245,3.24,22.91,6.85,7.15,3.51
20-10-24 0:00,183,1.72,13.03,6.76,6.99,4.86
20-10-24 0:00,184,1.06,29.34,7.47,11.87,2.55
20-10-24 0:00,182,1.17,21.94,7.68,9.56,3.69
20-10-24 0:00,249,2.75,27.58,7.58,3.12,4.75
20-10-24 0:00,248,1.81,10.57,7.32,7.27,4.31
20-10-24 0:00,247,1.81,17.94,6.66,8.87,3.88
20-10-24 0:00,246,3.26,23.97,7.97,5.37,4.76
20-10-24 0:00,181,3.07,20,7.53,8.71,2.71
20-10-24 0:00,266,1.21,21.02,7.58,11.7,4.74
20-10-24 0:00,180004,2.59,11.43,7.62,9.51,3.93
20-10-24 0:00,190,0.39,14.27,6.89,12.86,2.66
20-10-24 0:00,191,1.67,28.76,8.36,4.69,3.71
20-10-24 0:00,180003,3.87,24.4,7.72,9.97,4.97
20-10-24 0:00,180002,2.39,26.45,6.72,12.6,4.03
20-10-24 0:00,180001,1.42,11.36,7.6,2.23,3.56
20-10-24 0:00,180,0.61,23.33,7.92,3.69,4.81
20-10-24 0:00,287,1.31,28.72,6.81,9.43,2.28
20-10-24 0:00,286,0.62,17.47,8.24,8.66,4.39
20-10-24 0:00,285,3.68,29.03,8.03,11.97,3.95
20-10-24 0:00,284,2.8,11.1,7.99,6.75,4.14
20-10-24 0:00,200,1.38,17.08,7.97,4.91,4.77
20-10-24 0:00,274,0.13,14.55,6.84,6.6,2.27
20-10-24 0:00,275,3.55,20.9,8.28,8.61,4.1
20-10-24 0:00,276,0.24,29.42,7.7,13.64,2.51
20-10-24 0:00,265,2.59,15.55,7.24,9.36,3.14
20-10-24 0:00,268,3.01,29.77,8.29,13.49,4.18
20-10-24 0:00,269,0.46,14.89,6.63,2.29,3.35
20-10-24 0:00,271,3.97,22.4,7.24,0.77,2.98
20-10-24 0:00,270,3.42,21.7,6.54,2.8,4.28
20-10-24 0:00,318,1.63,13.88,8.23,6.04,4.84
20-10-24 0:00,317,1.91,20.17,6.89,3.4,4.91
20-10-24 0:00,316,1.71,21.56,7.92,1.62,4.85
20-10-24 0:00,315,3.55,28.08,8.37,9.18,3.73
20-10-24 0:00,313,2.61,10.13,8.36,0.82,4.12
20-10-24 0:00,314,0.1,28.83,7.13,13.45,2.88
20-10-24 0:00,312,1.53,20.29,7.21,0.69,2.44
20-10-24 0:00,310,3.33,12.99,8.36,11.49,4.03
20-10-24 0:00,311,2.43,23.68,8.17,10.91,4.02
20-10-24 0:00,309,2.1,15.98,7.04,3.95,3.49
20-10-24 0:00,297,2.1,14.41,6.66,9.81,3.5
20-10-24 0:00,298,2.23,27.47,6.93,6.26,3.89
20-10-24 0:00,299,2.75,24.85,7.92,12.11,2.21
20-10-24 0:00,296,3.82,26.23,7.23,3.74,3.11
20-10-24 0:00,294,1.97,18.97,7.46,7.9,4.4
20-10-24 0:00,293,2.36,26.75,7.87,0.71,4.46
20-10-24 0:00,291,0.49,18.3,8.21,1.02,2.04
20-10-24 0:00,295,0.33,22.61,6.8,2.34,4.73
20-10-24 0:00,288,3.91,23.09,7.68,4.31,3.16
20-10-24 0:00,289,1.56,12.72,7.55,2.87,3.44
20-10-24 0:00,290,2.03,22.35,8.33,3.26,2.22
20-10-24 0:00,282,2.88,12.2,6.67,11.67,3.45
20-10-24 0:00,277,1.92,10.46,7.44,6.89,2.62
20-10-24 0:00,278,1.52,10.45,7.07,5.07,2.2
20-10-24 0:00,279,3.01,14.59,6.8,0.41,3.84
20-10-24 0:00,280,1.3,22.15,7.73,1.32,3.02
20-10-24 0:00,281,0.21,24.32,8.28,0.13,3.27
20-10-24 0:00,272,2.91,14.15,7.76,1.09,3.72
20-10-24 0:00,273,0.65,18.87,8.29,9.44,2.65
20-10-24 0:00,264,2.57,13.52,7.37,13.5,4.68
20-10-24 0:00,257001,2.12,12.14,7.25,0.83,3.74
20-10-24 0:00,258001,0.57,13.92,6.75,5.84,4.84
20-10-24 0:00,259001,3.97,14.11,7.98,4.04,4.7
20-10-24 0:00,260001,3.61,12.88,7.52,1.12,4.56
20-10-24 0:00,261,3.29,27.04,7.96,8.07,4.2
20-10-24 0:00,262,3.27,24.28,8.5,4.15,3.33
20-10-24 0:00,263,2.47,27.93,7.32,5.44,3.9
20-10-24 0:00,255,3.19,23.27,8.25,10.42,2.54
20-10-24 0:00,258,1.35,15.55,7.69,5.79,4.79
20-10-24 0:00,259,3.27,16.74,7.69,0.96,4.55
20-10-24 0:00,260,2,16.46,6.86,5.47,4.67
20-10-24 0:00,256,3.79,20.13,8.11,9.77,2.38
20-10-24 0:00,257,2.5,16.42,7.61,5.34,4.34
20-10-24 0:00,254,3.21,18.2,6.73,6.44,3.5
20-10-24 0:00,250004,2.79,21.6,6.74,13.46,4.02
20-10-24 0:00,421,1.7,17.47,8.31,8.09,3.38
20-10-24 0:00,420,2.58,16.77,7.42,10.73,4.48
20-10-24 0:00,419,3.11,15.53,6.5,5.65,3.51
20-10-24 0:00,418,0.41,16.13,8.14,4.91,3.82
20-10-24 0:00,416,3.7,14.57,6.67,8.92,2.65
20-10-24 0:00,417,0.66,23.45,8.15,0.79,4.69
20-10-24 0:00,415,1.29,14.54,6.93,11.93,2.73
20-10-24 0:00,414,2.2,23.11,7.65,5.93,4.28
20-10-24 0:00,413,3.14,13.45,7.39,12.86,4.9
20-10-24 0:00,250001,1.65,18.64,8.15,3.08,3.86
20-10-24 0:00,21,1.95,15.78,8.42,2.37,3.1
20-10-24 0:00,319,3.58,19.51,7.95,2.5,4.37
20-10-24 0:00,320,2.41,17.49,6.59,10.28,2.71
20-10-24 0:00,20,3.15,25.05,7.08,8.4,4.04
20-10-24 0:00,19,2.38,11.05,7.8,5.84,2.21
20-10-24 0:00,18,3.13,19.74,6.98,8.36,3.67
20-10-24 0:00,302,3.87,26.35,6.55,5.32,3.97
20-10-24 0:00,303,0.16,16.15,7.09,9.55,4.06
20-10-24 0:00,305,0.23,21.95,7.35,0.27,2.41
20-10-24 0:00,306,2.58,13.6,7.62,11.68,4.85
20-10-24 0:00,307,3.09,10.27,6.81,7.48,3.27
20-10-24 0:00,321,0.6,21.78,6.65,11.09,4.61
20-10-24 0:00,11,2.51,11.29,8.17,13.21,2.76
20-10-24 0:00,322,1.57,25.36,7.16,11.23,4.67
20-10-24 0:00,323,1.67,26.38,6.6,9.47,3.36
20-10-24 0:00,301,1.39,29.3,7.16,5,2.08
20-10-24 0:00,300,1.75,10.8,7.54,8.84,2.48
20-10-24 0:00,324,0.28,21.26,7,13.51,4.07
20-10-24 0:00,368,3.31,19.82,7.91,12.82,4.13
20-10-24 0:00,367,3.07,19.54,6.93,6.52,2.54
20-10-24 0:00,369,1.65,13.97,7.48,11.37,4.08
20-10-24 0:00,325,1.4,24.87,7.71,1.99,2.85
20-10-24 0:00,365,3.89,17.83,7.24,3.91,2.95
20-10-24 0:00,362,1.99,26.34,6.99,0.33,2.66
20-10-24 0:00,360001,3.48,24.23,7.48,4.04,3.23
20-10-24 0:00,360,2.52,27.11,7.06,8.79,4.6
20-10-24 0:00,359,3.15,26.82,8.1,11.08,4.56
20-10-24 0:00,361,3.51,17.95,6.92,12.65,3.03
20-10-24 0:00,366,1.45,21.1,7.3,11.11,4.87
20-10-24 0:00,364,3.18,11.8,7.31,0.38,4.68
20-10-24 0:00,363,2.03,20.06,7.49,9.95,2.45
20-10-24 0:00,326,3.49,23.4,7.98,9.44,2.6
20-10-24 0:00,327,2.17,10.15,7.24,11.62,4.49
20-10-24 0:00,328,2.54,23.4,6.7,1.56,4.01
20-10-24 0:00,329,3.23,25.04,8.48,10.66,3.44
20-10-24 0:00,330,2.14,12.28,8.32,7.7,2.93
20-10-24 0:00,334,1.53,11.87,7.29,10.91,4.22
20-10-24 0:00,336,0.94,17.11,6.59,7.84,3.96
20-10-24 0:00,331,3.11,11.63,7.47,9.91,3.24
20-10-24 0:00,332,3.07,22.98,7.9,7.25,2.91
20-10-24 0:00,333,3.18,29.9,8.39,12.26,3.91
20-10-24 0:00,337,0.64,16.22,8.18,5.29,3.09
20-10-24 0:00,338,0.81,17.07,7.86,8.01,3.78
20-10-24 0:00,340,3.69,16.15,6.93,11.1,2.61
20-10-24 0:00,341,1.39,16.1,6.65,0.12,2.22
20-10-24 0:00,250,2.72,13.1,8.35,8.56,4.05
20-10-24 0:00,251,2.58,20.18,7.83,3.17,3.49
20-10-24 0:00,253,1.74,10.55,6.63,3.75,2.51
20-10-24 0:00,252,0.97,23.02,6.52,8.51,2.82
20-10-24 0:00,342,1.51,17.05,7.97,9.41,3.42
20-10-24 0:00,343,2.86,24.62,8.27,4.03,3.72
20-10-24 0:00,344,1.45,18.04,7.78,9.54,3.57
20-10-24 0:00,339,2.9,26,7.88,4.21,3.94
20-10-24 0:00,250003,1.48,14.33,6.6,3.1,4.57
20-10-24 0:00,250002,3.22,15.55,8.43,2.54,2.55
20-10-24 0:00,412,3.11,24.85,7.25,12.16,3.5
20-10-24 0:00,411,0.16,17.11,7.82,6.99,2.65
20-10-24 0:00,410,1.28,12.38,7.11,8.32,3.04
20-10-24 0:00,409,1.11,25.86,8.32,1.52,2.35
20-10-24 0:00,408,3.17,24.54,6.73,13.08,4.11
20-10-24 0:00,407001,3.47,19.55,7.23,6.56,4.35
20-10-24 0:00,407,3.4,20.32,8.37,10.16,4.18
20-10-24 0:00,345,2.35,29.37,8.36,3.08,3.57
20-10-24 0:00,346,3.62,28.34,7.05,5.67,2.08
20-10-24 0:00,347,2.27,20.17,6.52,12.61,4.08
20-10-24 0:00,348,0.65,20.35,7.6,11.16,2.38
20-10-24 0:00,349,3.05,17.45,8.25,13.08,3.91
20-10-24 0:00,350,0.13,22.07,7.88,7.16,2.41
20-10-24 0:00,350001,3.82,17.43,6.93,11.47,2.51
20-10-24 0:00,351,2.78,14.36,7.99,9.29,2.57
20-10-24 0:00,356,1.89,23.36,8.2,11.54,3.48
20-10-24 0:00,352,2.2,24.56,7.42,0.98,4.54
20-10-24 0:00,335,3.53,17.47,6.95,3.49,4.59
20-10-24 0:00,406,2.81,17.98,6.77,6.63,3.81
20-10-24 0:00,405,0.52,15.73,6.94,6.39,4.1
20-10-24 0:00,404,1.1,11.9,8.17,11.39,2.29
20-10-24 0:00,353,0.55,13.76,7.59,3.02,2.29
20-10-24 0:00,354,1.11,20.59,7.61,5.98,3.64
20-10-24 0:00,355,1.52,14.15,6.73,4.53,2.57
20-10-24 0:00,357,0.99,14.1,7.86,11.79,3.64
20-10-24 0:00,358,2.8,16.57,7.17,8.96,2.32
20-10-24 0:00,370,0.58,12.2,8.31,3.22,4.11
20-10-24 0:00,371,0.24,20.51,7.27,0.76,4.87
20-10-24 0:00,372,0.11,25.69,7.99,0.14,4.44
20-10-24 0:00,373,3.62,19.61,8.38,8.89,2.07
20-10-24 0:00,374,0.75,19.86,7.12,6.83,2.38
20-10-24 0:00,378,1.79,18.45,8.08,2.58,4.94
20-10-24 0:00,379,0.6,24.8,7.06,9.68,4.67
20-10-24 0:00,380,2.98,23.1,7.32,5.19,2.65
20-10-24 0:00,381,2.15,14.38,7.78,5.76,2.51
20-10-24 0:00,382,2.56,15.79,7.59,5.22,2.25
20-10-24 0:00,376,2.09,24.42,8.48,3.05,2.35
20-10-24 0:00,377,1.9,15.17,7.47,9.95,2.81
20-10-24 0:00,383,3.6,20.07,7,11.99,3.04
20-10-24 0:00,384,3.66,23.97,7.62,9.8,4.39
20-10-24 0:00,396001,3.36,12.72,7.9,10.41,4.3
20-10-24 0:00,397,1.68,15.66,6.6,11.39,3.87
20-10-24 0:00,398,3.57,16.79,7.81,1.08,2.92
20-10-24 0:00,400,1.59,13.05,6.85,2.24,2.79
20-10-24 0:00,401,0.59,15.86,8.24,6.54,2.84
20-10-24 0:00,402,0.59,22.3,6.69,2.86,3.02
20-10-24 0:00,403,3.03,23.04,7.71,7.38,4.8
20-10-24 0:00,10,3.58,18.99,6.91,11.33,3.99
20-10-24 0:00,9,3.46,21.24,8.45,0.64,2.92
20-10-24 0:00,8,1.2,19.23,7.46,7.17,2.04
20-10-24 0:00,2,2.22,21.28,7.96,6.1,3.63
20-10-24 0:00,1,1.68,24.39,7.37,2.7,3.18
20-10-24 0:00,3,2.01,12.22,7.16,4.21,4.46
20-10-24 0:00,385,3.1,12.49,6.72,11.5,2.94
20-10-24 0:00,17,0.61,20.59,6.87,5.92,2.15
20-10-24 0:00,16,3.17,11.16,6.75,12.99,4.18
20-10-24 0:00,15,0.31,27.09,7.76,0.18,4.94
20-10-24 0:00,13,2.26,16.96,7.78,5.51,2.41
20-10-24 0:00,12,2.86,25.44,7.82,1.06,2.1
20-10-24 0:00,14,0.86,29.51,7.21,1.44,4.8
20-10-24 0:00,6,0.99,15.13,6.67,5.76,3.16
20-10-24 0:00,5,2.85,27.28,7.66,1.43,4.11
20-10-24 0:00,601,3.98,23.97,7.71,12.9,4.9
20-10-24 0:00,387,3.73,20.39,7.35,1.78,4.38
20-10-24 0:00,388,3.12,18.76,6.84,8.39,4.44
20-10-24 0:00,389,1.49,18.62,7.58,6.47,2.77
20-10-24 0:00,390,1.11,11.47,8.21,6.37,2.76
20-10-24 0:00,391,3.33,23.97,7.73,4.57,2.06
20-10-24 0:00,392,0.34,22.34,6.62,9.4,2.93
20-10-24 0:00,393,2.48,26.69,8.26,13.42,4.4
20-10-24 0:00,394,2.72,28.84,8.05,5.03,3.63
20-10-24 0:00,395,0.4,13.11,7.29,4.17,2.12
20-10-24 0:00,396,0.24,26.51,8.29,4.14,3.73
20-10-24 0:00,4,2.68,21.79,7.08,13.07,2.31
20-10-24 0:00,7,1.98,16.72,6.77,1.96,2.12
20-10-24 0:00,228,0.75,22.74,8.04,12.28,2.67
20-10-24 0:00,229,1.45,13.73,7.89,11.64,4.59
20-10-24 0:00,256001,1.31,10.77,6.65,5.4,3.74
20-10-24 0:00,399,2.49,17.26,6.73,2.49,3.61
20-10-24 0:00,24,2.92,23.96,6.83,1.06,3.24
20-10-24 0:00,24001,1.78,19.52,7,5.41,3.09
